domain,severity,public_comment,reject_media,reject_reports,obfuscate
friendica.ironbug.org,suspend,,False,False,False
friends.nico,silence,,False,False,False
froth.zone,suspend,,False,False,False
furry.lgbt,suspend,,False,False,False
fwedivewse.vfpmedia.com,suspend,,False,False,False
gab.ai,suspend,,False,False,False
gab.com,suspend,,False,False,False
gab.io,suspend,,False,False,False
gab.protohype.net,suspend,,False,False,False
gabble.xyz,suspend,,False,False,False
gabfed.com,suspend,,False,False,False
gabtest.gameliberty.club,suspend,,False,False,False
gameliberty.club,suspend,,False,False,False
gamers.exposed,suspend,,False,False,False
gangstalking.services,suspend,,False,False,False
gasthe.lgbt,suspend,,False,False,False
gearlandia.haus,suspend,,False,False,False
gecekafasi.com,suspend,,False,False,False
gende*********.xyz,suspend,,False,False,False
geofront.rocks,suspend,,False,False,False
getindor.com,suspend,,False,False,False
ghetti.monster,suspend,,False,False,False
gitmo.life,suspend,,False,False,False
gladtech.social,suspend,,False,False,False
gleasonator.com,suspend,,False,False,False
glindr.org,suspend,,False,False,False
gnuhacker.org,suspend,,False,False,False
gorf.club,suspend,,False,False,False
gorf.pub,suspend,,False,False,False
gorf.space,suspend,,False,False,False
goyim.app,suspend,,False,False,False
goyslop.cafe,suspend,,False,False,False
graz.social,suspend,,False,False,False
greenboys.club,suspend,,False,False,False
gs.kawa-kun.com,suspend,,False,False,False
gs.smuglo.li,suspend,,False,False,False
gyutte.site,silence,,False,False,False
hagra.net,suspend,,False,False,False
hallsofamenti.io,suspend,,False,False,False
handicapped.tk,suspend,,False,False,False
haskovec.social,suspend,,False,False,False
hdcraft.xyz,suspend,,False,False,False
helladoge.com,silence,,False,False,False
hentai.baby,suspend,,False,False,False
hermit.cafe,suspend,,False,False,False
hexagon.space,suspend,,False,False,False
hidamari.apartments,suspend,,False,False,False
hitchhiker.social,suspend,,False,False,False
honkwerx.tech,suspend,,False,False,False
horny.enby.space,silence,,False,False,False
hornyjail.pro,suspend,,False,False,False
humanities.one,silence,,False,False,False
humblr.social,silence,,False,False,False
hunk.city,suspend,,False,False,False
husk.site,suspend,,False,False,False
iddqd.social,suspend,,False,False,False
ignorelist.com,suspend,,False,False,False
imirhil.fr,suspend,,False,False,False
impeccable.social,suspend,,False,False,False
initiate.space,suspend,,False,False,False
injection.love,suspend,,False,False,False
innerwebs.social,silence,,False,False,False
instinctd.com,suspend,,False,False,False
jaeger.website,suspend,,False,False,False
jir.moe,suspend,,False,False,False
jollyville.net,suspend,,False,False,False
jorts.horse,suspend,,False,False,False
journa.host,silence,,False,False,False
jpop.club,suspend,,False,False,False
juche.town,suspend,,False,False,False
justbros.xyz,silence,,False,False,False
justicewarrior.social,suspend,,False,False,False
k.posix.gay,suspend,,False,False,False
kabuki.club,suspend,,False,False,False
kazv.moe,suspend,,False,False,False
kink.town,suspend,,False,False,False
kinky.business,silence,,False,False,False
kissl*lis.com,suspend,,False,False,False
kiwifarms.cc,suspend,,False,False,False
kiwifarms.is,suspend,,False,False,False
kiwifarms.net,suspend,,False,False,False
kolektiva.social,suspend,,False,False,False
kompost.cz,suspend,,False,False,False
kotobank.ch,suspend,,False,False,False
koyu.space,suspend,,False,False,False
kpop.social,silence,,False,False,False
kurosawa.moe,suspend,,False,False,False
kys.moe,suspend,,False,False,False
lain.gay,silence,,False,False,False
lain.sh,suspend,,False,False,False
lainchan.gay,suspend,,False,False,False
lanuevebastarda.es,suspend,,False,False,False
leadslinger.org,suspend,,False,False,False
leafposter.club,suspend,,False,False,False
leftychan.net,suspend,,False,False,False
lets.bemoe.online,suspend,,False,False,False
lets.saynoto.lgbt,suspend,,False,False,False
letsalllovela.in,suspend,,False,False,False
lgbtfree.zone,suspend,,False,False,False
lgbtqia.space,silence,,False,False,False
liberdon.com,suspend,,False,False,False
libertarianism.club,silence,,False,False,False
libre.tube,suspend,,False,False,False
librem.one,silence,,False,False,False
librenet.co.za,suspend,,False,False,False
libtar.de,suspend,,False,False,False
ligma.pro,suspend,,False,False,False
liveview.cf,suspend,,False,False,False
lizards.live,suspend,,False,False,False
loadaverage.org,suspend,,False,False,False
loli.estate,suspend,,False,False,False
lolison.network,suspend,,False,False,False
lolison.top,suspend,,False,False,False
loliverse.xyz,suspend,,False,False,False
longyap.name.my,suspend,,False,False,False
lostvoid.cyberretards.xyz,suspend,,False,False,False
lovingexpressions.net,suspend,,False,False,False
lucasvl.nl,suspend,,False,False,False
m.sprovoost.nl,suspend,,False,False,False
magicalmirro.red,suspend,,False,False,False
mahodou.moe,suspend,,False,False,False
maladaptive.art,suspend,,False,False,False
marsey.club,suspend,,False,False,False
masochi.st,suspend,,False,False,False
mastinator.com,suspend,,False,False,False
mastindia.co,suspend,,False,False,False
mastodon.bgzashtita.es,suspend,,False,False,False
mastodon.cf,suspend,,False,False,False
mastodon.cloud,suspend,,False,False,False
mastodon.loliandstuff.moe,suspend,,False,False,False
mastodon.ml,suspend,,False,False,False
mastodon.network,suspend,,False,False,False
mastodon.nzoss.nz,suspend,,False,False,False
mastodon.online,silence,,False,False,False
mastodon.se,suspend,,False,False,False
mastodon.social,silence,,False,False,False
mastodon.teia.art,suspend,,False,False,False
mastodon.world,silence,,False,False,False
md.kakise.tech,suspend,,False,False,False
meatbag.app,suspend,,False,False,False
mediastodon.com,suspend,,False,False,False
melalandia.tk,suspend,,False,False,False
merovingian.club,suspend,,False,False,False
micca.xyz,suspend,,False,False,False
miku-enthusiast.club,suspend,,False,False,False
milker.cafe,suspend,,False,False,False
minidisc.tokyo,suspend,,False,False,False
mirr0r.city,suspend,,False,False,False
miruku.cafe,suspend,,False,False,False
misskey.io,silence,,False,False,False
misskey.xyz,suspend,,False,False,False
mitra.social,suspend,,False,False,False
mk.absturztau.be,suspend,,False,False,False
mk.disqordia.space,suspend,,False,False,False
moa.st,suspend,,False,False,False
mobile.co,silence,,False,False,False
moe.onl,suspend,,False,False,False
monads.online,suspend,,False,False,False
monstergirl.space,suspend,,False,False,False
morale.ch,suspend,,False,False,False
mrhands.horse,suspend,,False,False,False
mstdn.ca,silence,,False,False,False
mstdn.foxfam.club,suspend,,False,False,False
mstdn.io,suspend,,False,False,False
mstdn.party,silence,,False,False,False
mstdn.satania.social,suspend,,False,False,False
mstdn.starnix.network,suspend,,False,False,False
mu.zaitcev.nu,suspend,,False,False,False
mugicha.club,suspend,,False,False,False
musksocial.com,suspend,,False,False,False
myasstodon.xyz,suspend,,False,False,False
nalocal519.social,suspend,,False,False,False
nateh******.**line,suspend,,False,False,False
nationaljustice.social,suspend,,False,False,False
nazi.social,suspend,,False,False,False
neckbeard.xyz,suspend,,False,False,False
neenster.org,suspend,,False,False,False
nekocave.xyz,suspend,,False,False,False
networked.space,suspend,,False,False,False
newjack.city,suspend,,False,False,False
newsie.social,suspend,,False,False,False
newsrelay.org,silence,,False,False,False
nicecrew.digital,suspend,,False,False,False
nightshift.social,suspend,,False,False,False
niscii.xyz,suspend,,False,False,False
nitecrew.rip,silence,,False,False,False
nixnet.social,suspend,,False,False,False
nnia.space,suspend,,False,False,False
noagendasocial.com,suspend,,False,False,False
noc.social,suspend,,False,False,False
nomoresha.me,suspend,,False,False,False
normie.cafe,suspend,,False,False,False
now.kibousoft.co.jp,silence,,False,False,False
obo.sh,suspend,,False,False,False
oneway.masto.host,suspend,,False,False,False
onion.social,suspend,,False,False,False
outerheaven.club,suspend,,False,False,False
outpoa.st,suspend,,False,False,False
pasta.wtf,suspend,,False,False,False
pawlicker.ddns.net,suspend,,False,False,False
pawoo.net,suspend,,False,False,False
paws.moe,suspend,,False,False,False
paypig.org,suspend,,False,False,False
pedo.school,suspend,,False,False,False
pengi-san.moe,suspend,,False,False,False
persia.social,suspend,,False,False,False
phreedom.tk,suspend,,False,False,False
piazza.today,suspend,,False,False,False
pieville.net,suspend,,False,False,False
pisskey.io,suspend,,False,False,False
pizzaf.art,suspend,,False,False,False
pkteerium.xyz,suspend,,False,False,False
pl.anon-kenkai.com,suspend,,False,False,False
pl.comfysnug.space,suspend,,False,False,False
pl.info.natehiggers.online,suspend,,False,False,False
pl.kitsunemimi.club,suspend,,False,False,False
pl.natehiggers.online,suspend,,False,False,False
pl.pube.tk,suspend,,False,False,False
pl.skyn3t.in,suspend,,False,False,False
pl.slash.cl,suspend,,False,False,False
pl.smuglo.li,suspend,,False,False,False
pl.tkammer.de,suspend,,False,False,False
pl.valkyrie.world,suspend,,False,False,False
pl.wowana.me,suspend,,False,False,False
pl.zombiecats.run,suspend,,False,False,False
pl765racing.com,suspend,,False,False,False
pleroma.com,suspend,,False,False,False
pleroma.eientei.org,suspend,,False,False,False
pleroma.elementality.org,suspend,,False,False,False
pleroma.freespeech.host,suspend,,False,False,False
pleroma.gnusocial.club,suspend,,False,False,False
pleroma.karjalazet.se,suspend,,False,False,False
pleroma.kitsunemimi.club,suspend,,False,False,False
pleroma.mouse.services,suspend,,False,False,False
pleroma.narrativerry.xyz,suspend,,False,False,False
pleroma.nobodyhasthe.biz,suspend,,False,False,False
pleroma.rareome.ga,suspend,,False,False,False
pleroma.runfox.tk,suspend,,False,False,False
pleroma.site,suspend,,False,False,False
pleroma.skyshanty.xyz,suspend,,False,False,False
pleroma.soykaf.com,suspend,,False,False,False
plus.st,suspend,,False,False,False
pm.ernix.jp,suspend,,False,False,False
pmth.us,suspend,,False,False,False
poa.st,suspend,,False,False,False
poast.eth,suspend,,False,False,False
poast.tv,suspend,,False,False,False
pone.social,suspend,,False,False,False
porntoot.com,silence,,False,False,False
poster.place,suspend,,False,False,False
posting.lolicon.rocks,suspend,,False,False,False
poweredbycocaine.com,suspend,,False,False,False
preteengirls.biz,suspend,,False,False,False
projectftm.com,suspend,,False,False,False
prospeech.space,suspend,,False,False,False
prout.social,suspend,,False,False,False
psion.co,suspend,,False,False,False
qoto.org,suspend,,False,False,False
quanta.wiki,suspend,,False,False,False
quitter.im,silence,,False,False,False
quitter.pw,suspend,,False,False,False
r18.social,suspend,,False,False,False
rage.lol,suspend,,False,False,False
rainbowdash.net,suspend,,False,False,False
raki.social,suspend,,False,False,False
rakket.app,suspend,,False,False,False
rape.lol,suspend,,False,False,False
rapefeminists.network,suspend,,False,False,False
rapemeat.shop,suspend,,False,False,False
rapemeat.solutions,suspend,,False,False,False
raplst.town,suspend,,False,False,False
raspberrypi.social,silence,,False,False,False
rawr-xd.club,suspend,,False,False,False
rayci.st,suspend,,False,False,False
rcsocial.net,suspend,,False,False,False
rdrama.cc,suspend,,False,False,False
realnephestate.xyz,suspend,,False,False,False
rebased.social,suspend,,False,False,False
refusal.biz,suspend,,False,False,False
refusal.llc,suspend,,False,False,False
repl.co,suspend,,False,False,False
rojogato.com,suspend,,False,False,False
rot.gives,suspend,,False,False,False
ryona.agency,suspend,,False,False,False
satoshishop.de,suspend,,False,False,False
scarlet.house,suspend,,False,False,False
scots.network,suspend,,False,False,False
seal.cafe,suspend,,False,False,False
sealion.club,suspend,,False,False,False
search.fedi.app,suspend,,False,False,False
seo.chat,silence,,False,False,False
seo.community,silence,,False,False,False
servernerds.net,suspend,,False,False,False
shadowsocial.org,suspend,,False,False,False
sheep.network,suspend,,False,False,False
shigusegubu.club,suspend,,False,False,False
shitpisscum.mooo.com,suspend,,False,False,False
shitpost.cloud,suspend,,False,False,False
shitpost.poridge.club,suspend,,False,False,False
shitposter.club,suspend,,False,False,False
shortstackran.ch,suspend,,False,False,False
shota.house,suspend,,False,False,False
shota.social,suspend,,False,False,False
shouldibuyahorse.com,suspend,,False,False,False
shrine.moe,suspend,,False,False,False
sigmoid.social,silence,,False,False,False
silliness.observer,suspend,,False,False,False
sinblr.com,suspend,,False,False,False
skinnyver.se,suspend,,False,False,False
skippers-bin.com,suspend,,False,False,False
sleepy.cafe,suspend,,False,False,False
slothy.win,suspend,,False,False,False
sneak.berlin,suspend,,False,False,False
sneed.shop,suspend,,False,False,False
sneed.social,suspend,,False,False,False
snowdin.town,suspend,,False,False,False
soc.h4x.group,suspend,,False,False,False
soc.mahodou.moe,suspend,,False,False,False
soc.ua-fediland.de,suspend,,False,False,False
social.arinbasu.online,suspend,,False,False,False
social.au2pb.net,suspend,,False,False,False
social.beck.technology,suspend,,False,False,False
social.buffalomesh.net,suspend,,False,False,False
social.duti.tech,suspend,,False,False,False
social.foxfam.club,suspend,,False,False,False
social.getgle.org,suspend,,False,False,False
social.handholding.io,suspend,,False,False,False
social.hattheves.es,suspend,,False,False,False
social.heckin.tech,suspend,,False,False,False
social.hendrixgames.com,suspend,,False,False,False
social.khajiit.de,suspend,,False,False,False
social.librem.one,suspend,,False,False,False
social.louisoft01.moe,suspend,,False,False,False
social.lovingexpressions.net,suspend,,False,False,False
social.lucci.xyz,suspend,,False,False,False
social.mordicux.xyz,suspend,,False,False,False
social.nothingplanet.com,suspend,,False,False,False
social.oalm.gub.uy,suspend,,False,False,False
social.platypush.tech,suspend,,False,False,False
social.pseudo-whiskey.bar,suspend,,False,False,False
social.quodverum.com,suspend,,False,False,False
social.snopyta.org,suspend,,False,False,False
social.targaryen.house,suspend,,False,False,False
social.teci.world,suspend,,False,False,False
social.undernet.uy,suspend,,False,False,False
social.wideboys.org,suspend,,False,False,False
social.wxcafe.net,silence,,False,False,False
social.xenofem.me,suspend,,False,False,False
solagg.com,suspend,,False,False,False
somewhy.net,suspend,,False,False,False
speakfree.world,suspend,,False,False,False
sperg.city,suspend,,False,False,False
spinster.dev,suspend,,False,False,False
spinster.xyz,suspend,,False,False,False
springbo.cc,suspend,,False,False,False
squid.kids,suspend,,False,False,False
stars.eroaward.com,silence,,False,False,False
stereophonic.space,suspend,,False,False,False
strelizia.net,suspend,,False,False,False
suya.place,suspend,,False,False,False
tastingtraffic.net,suspend,,False,False,False
taullo.social,suspend,,False,False,False
teci.world,suspend,,False,False,False
teleyal.blog,suspend,,False,False,False
terrafirma.space,silence,,False,False,False
terrible.place,suspend,,False,False,False
tesaguri.club,suspend,,False,False,False
testing.pleroma.lol,suspend,,False,False,False
the.hedgehoghunter.club,suspend,,False,False,False
the9thcircle.club,suspend,,False,False,False
theapex.social,suspend,,False,False,False
thebag.social,suspend,,False,False,False
theosis.church,suspend,,False,False,False
thepostearthdestination.com,suspend,,False,False,False
theres.life,suspend,,False,False,False
thisisjoes.site,suspend,,False,False,False
tiuxo.com,suspend,,False,False,False
toad.social,suspend,,False,False,False
toot.canberrasocial.net,suspend,,False,False,False
toot.world,suspend,,False,False,False
toots.morepablo.com,suspend,,False,False,False
tri.cash,suspend,,False,False,False
troll.cafe,suspend,,False,False,False
trumpislovetrumpis.life,suspend,,False,False,False
truthsocial.co.in,suspend,,False,False,False
truthsocialpro.org,suspend,,False,False,False
tucson.claims,suspend,,False,False,False
tweets.icu,suspend,,False,False,False
twitter.activitypub.actor,suspend,,False,False,False
twt*.**us,suspend,,False,False,False
tyil.nl,suspend,,False,False,False
udongein.xyz,silence,,False,False,False
unperson.us,suspend,,False,False,False
unsafe.space,suspend,,False,False,False
urchan.org,suspend,,False,False,False
ursal.zone,suspend,,False,False,False
urspringer.de,suspend,,False,False,False
varishangout.net,suspend,,False,False,False
vipgirlfriend.xxx,suspend,,False,False,False
vrij.social,suspend,,False,False,False
vuju.com,suspend,,False,False,False
wagesofsinisdeath.com,suspend,,False,False,False
waha.desupost.soy,suspend,,False,False,False
waifuappreciation.club,suspend,,False,False,False
wake.st,suspend,,False,False,False
we.1being.org,suspend,,False,False,False
weedis.life,suspend,,False,False,False
wei.mentalswarf.com,suspend,,False,False,False
were.social,suspend,,False,False,False
whinge.town,suspend,,False,False,False
whitesmokebbq.social,suspend,,False,False,False
wired.socotrine.com,suspend,,False,False,False
witches.live,suspend,,False,False,False
wolfgirl.bar,suspend,,False,False,False
woofer.alfter.us,suspend,,False,False,False
worm.pink,suspend,,False,False,False
wurm.host,suspend,,False,False,False
wxw.moe,suspend,,False,False,False
x0f.org,suspend,,False,False,False
xhais.love,suspend,,False,False,False
xn--6r8h.tk,suspend,,False,False,False
xn--p1abe3d.xn--80asehdb,suspend,,False,False,False
yggdrasil.social,suspend,,False,False,False
yorishiro.space,suspend,,False,False,False
youjo.love,suspend,,False,False,False
z0ne.social,suspend,,False,False,False
zedsocial.ca,suspend,,False,False,False
zetamu.club,suspend,,False,False,False
zov.oti.st,suspend,,False,False,False
zwezo.o-k-i.net,suspend,,False,False,False
zztails.gay,suspend,,False,False,False
