domain,severity,public_comment,reject_media,reject_reports,obfuscate
blazingopen.space,suspend,,False,False,False
blob.cat,suspend,,False,False,False
blockedur.mom,suspend,,False,False,False
boingo00.wtf,suspend,,False,False,False
bookwor.ms,suspend,,False,False,False
bozgor.org,suspend,,False,False,False
brapbarn.farm,suspend,,False,False,False
breastmilk.club,suspend,,False,False,False
brighteon.social,suspend,,False,False,False
brotka.st,suspend,,False,False,False
bruh.homd.xyz,suspend,,False,False,False
bsl.sid500.com,suspend,,False,False,False
bubbletea.dev,suspend,,False,False,False
burger.rodeo,suspend,,False,False,False
bylines.social,suspend,,False,False,False
cachapa.moe,suspend,,False,False,False
cachapa.xyz,suspend,,False,False,False
cafkafk.com,suspend,,False,False,False
calobar.club,suspend,,False,False,False
campduffel.social,suspend,,False,False,False
capystan.net,suspend,,False,False,False
cawfee.club,suspend,,False,False,False
cdrom.tokyo,suspend,,False,False,False
cf,suspend,,False,False,False
childpawn.shop,suspend,,False,False,False
chudbuds.lol,suspend,,False,False,False
ck.treasuredgem.xyz,suspend,,False,False,False
clq.im,suspend,,False,False,False
clubcyberia.co,suspend,,False,False,False
co**.*i,suspend,,False,False,False
collapsitarian.io,suspend,,False,False,False
comf****.*lub,suspend,,False,False,False
comfysnug.space,suspend,,False,False,False
commiespace.duckdns.org,suspend,,False,False,False
convo.casa,silence,,False,False,False
crid.land,suspend,,False,False,False
crlf.ninja,suspend,,False,False,False
crowleyclub.com,suspend,,False,False,False
crucible.world,suspend,,False,False,False
cryptotalks.social,suspend,,False,False,False
cryptotooter.com,suspend,,False,False,False
cum.***on,suspend,,False,False,False
cum.camp,suspend,,False,False,False
cyberspace.netrunner.cfd,suspend,,False,False,False
cyberstorm.one,suspend,,False,False,False
cybrkyd.com,suspend,,False,False,False
danksquad.org,suspend,,False,False,False
danrees.me,suspend,,False,False,False
dark-alexandr.net,suspend,,False,False,False
ddns.net,suspend,,False,False,False
detro**********.com,suspend,,False,False,False
diamondelizaa.com,suspend,,False,False,False
digitalmarketer.social,suspend,,False,False,False
dirtyhobby.xyz,suspend,,False,False,False
disqordia.space,suspend,,False,False,False
dissident.business,suspend,,False,False,False
djsumdog.com,suspend,,False,False,False
dline.xyz,suspend,,False,False,False
dmgd.monster,suspend,,False,False,False
dobbs.town,suspend,,False,False,False
dogsex.org,suspend,,False,False,False
dotsod.com,suspend,,False,False,False
dr**.*e,suspend,,False,False,False
dsocialize.net,suspend,,False,False,False
dtzbts.xyz,suspend,,False,False,False
duckdns.org,suspend,,False,False,False
duti.tech,suspend,,False,False,False
duwa.ng,suspend,,False,False,False
eatthebugs.social,suspend,,False,False,False
ebin.zone,suspend,,False,False,False
eeeeeeeee.eu,suspend,,False,False,False
eientei.org,suspend,,False,False,False
eightpoint.app,silence,,False,False,False
el-spot.xyz,suspend,,False,False,False
elekk.xyz,silence,,False,False,False
elementality.org,suspend,,False,False,False
enes.lv,suspend,,False,False,False
epic.meme.moe,suspend,,False,False,False
eveningzoo.club,suspend,,False,False,False
expired.mentality.rip,suspend,,False,False,False
explosion.party,suspend,,False,False,False
f.haeder.net,suspend,,False,False,False
fandom.community,suspend,,False,False,False
fans.sonichu.com,suspend,,False,False,False
fap**.be,suspend,,False,False,False
fbxl.net,suspend,,False,False,False
federated.fun,suspend,,False,False,False
fedi.intkos.link,suspend,,False,False,False
fedi.site,suspend,,False,False,False
fedihams.net,suspend,,False,False,False
fediverse-lite.com,suspend,,False,False,False
fediverse.projectftm.com,suspend,,False,False,False
feline.rodeo,suspend,,False,False,False
feral.cafe,suspend,,False,False,False
fightthis.net,suspend,,False,False,False
fimidi.com,suspend,,False,False,False
firebird.zone,suspend,,False,False,False
flo**.***ks,suspend,,False,False,False
fluf.club,suspend,,False,False,False
foxarmy.org,suspend,,False,False,False
foxfam.club,suspend,,False,False,False
fr13nd5.com,suspend,,False,False,False
freak.university,suspend,,False,False,False
freeatlantis.com,suspend,,False,False,False
freecu*********t.com,suspend,,False,False,False
freemyip.com,suspend,,False,False,False
freesoftwareextremist.com,suspend,,False,False,False
freespeech.group,suspend,,False,False,False
freespeechextremist.com,suspend,,False,False,False
freethinkers.lgbt,suspend,,False,False,False
freezepeach.online,suspend,,False,False,False
frens.mahodou.moe,suspend,,False,False,False
froth.zone,suspend,,False,False,False
fuwa.pink,suspend,,False,False,False
fym.moe,suspend,,False,False,False
gab.ai,suspend,,False,False,False
gab.com,suspend,,False,False,False
gab.io,suspend,,False,False,False
gab.protohype.net,suspend,,False,False,False
gabfed.com,suspend,,False,False,False
gabtest.gameliberty.club,suspend,,False,False,False
gameliberty.club,suspend,,False,False,False
gamers.exposed,suspend,,False,False,False
gasthe.lgbt,suspend,,False,False,False
gay.lesaoras.xyz,suspend,,False,False,False
gearlandia.haus,suspend,,False,False,False
geeknews.chat,suspend,,False,False,False
genderheretics.xyz,suspend,,False,False,False
geofront.rocks,suspend,,False,False,False
ghetti.monster,suspend,,False,False,False
gigaohm.bio,suspend,,False,False,False
girevik.su,suspend,,False,False,False
gleasonator.com,suspend,,False,False,False
glitch.gray.cafe,suspend,,False,False,False
glitchbird.com,suspend,,False,False,False
glowie.cloud,suspend,,False,False,False
glownow.club,suspend,,False,False,False
gnu.moe,suspend,,False,False,False
gnuhacker.org,suspend,,False,False,False
gorf.pub,suspend,,False,False,False
gorf.space,suspend,,False,False,False
gothloli.club,suspend,,False,False,False
goyim.app,suspend,,False,False,False
goyslop.cafe,suspend,,False,False,False
gravure.club,suspend,,False,False,False
greenboys.club,suspend,,False,False,False
greenfield.masto.host,suspend,,False,False,False
guizzyordi.info,suspend,,False,False,False
handholding.io,suspend,,False,False,False
haskovec.social,suspend,,False,False,False
hdcraft.xyz,suspend,,False,False,False
helladoge.com,suspend,,False,False,False
hello.2heng.xin,suspend,,False,False,False
hendrixgames.com,suspend,,False,False,False
hermit.cafe,suspend,,False,False,False
hermitmountain.top,suspend,,False,False,False
herokuapp.com,suspend,,False,False,False
hi.moe.tips,suspend,,False,False,False
hidamari.apartments,suspend,,False,False,False
hitchhiker.social,suspend,,False,False,False
honkwerx.tech,suspend,,False,False,False
hornyjail.pro,suspend,,False,False,False
husbandoism.life,suspend,,False,False,False
husk.site,suspend,,False,False,False
iamterminally.online,suspend,,False,False,False
iddqd.social,suspend,,False,False,False
ignorelist.com,suspend,,False,False,False
ikbenpiraat.nl,suspend,,False,False,False
impeccable.social,suspend,,False,False,False
inferencium.net,suspend,,False,False,False
initiate.space,suspend,,False,False,False
injection.love,suspend,,False,False,False
instinctd.com,suspend,,False,False,False
isesh.com,suspend,,False,False,False
jir.moe,suspend,,False,False,False
jollyville.net,suspend,,False,False,False
jorts.horse,suspend,,False,False,False
justbros.xyz,suspend,,False,False,False
justicewarrior.social,suspend,,False,False,False
jvpiter.net,suspend,,False,False,False
kabuki.club,suspend,,False,False,False
karjalazet.se,suspend,,False,False,False
kazv.moe,suspend,,False,False,False
khajiit.tech,suspend,,False,False,False
killbox.social,suspend,,False,False,False
kitsunemimi.club,suspend,,False,False,False
kiwi*****.cc,suspend,,False,False,False
kiwifarms.is,suspend,,False,False,False
kiwifarms.net,suspend,,False,False,False
kolektiva.social,silence,,False,False,False
kompost.cz,suspend,,False,False,False
kurosawa.moe,suspend,,False,False,False
kyaruc.moe,suspend,,False,False,False
kyaruk.moe,suspend,,False,False,False
kys.moe,suspend,,False,False,False
lain.com,suspend,,False,False,False
lain.gay,suspend,,False,False,False
lain.la,suspend,,False,False,False
lain.sh,suspend,,False,False,False
lainchan.gay,suspend,,False,False,False
leadslinger.org,suspend,,False,False,False
leafposter.club,suspend,,False,False,False
leftychan.net,suspend,,False,False,False
lets.saynoto.lgbt,suspend,,False,False,False
letsalllovela.in,suspend,,False,False,False
lgbtfree.zone,suspend,,False,False,False
liberal.city,suspend,,False,False,False
liberdon.com,suspend,,False,False,False
libertalia.world,suspend,,False,False,False
libertynode.net,suspend,,False,False,False
librosphere.fr,suspend,,False,False,False
libtar.de,suspend,,False,False,False
lightlyseared.online,suspend,,False,False,False
ligma.pro,suspend,,False,False,False
lizards.live,suspend,,False,False,False
loli.best,suspend,,False,False,False
lolison.network,suspend,,False,False,False
lolison.top,suspend,,False,False,False
longyap.name.my,suspend,,False,False,False
lord.re,suspend,,False,False,False
lovesick.social,suspend,,False,False,False
lovingexpressions.net,suspend,,False,False,False
lucasvl.nl,suspend,,False,False,False
lulz.win,suspend,,False,False,False
m0n5t3r.info,suspend,,False,False,False
ma.fellr.net,suspend,,False,False,False
ma.jameuwu.com,suspend,,False,False,False
macsnet.cz,suspend,,False,False,False
mahodou.moe,suspend,,False,False,False
maladaptive.art,suspend,,False,False,False
maneisacutie.club,suspend,,False,False,False
masochi.st,suspend,,False,False,False
mastinator.com,suspend,,False,False,False
mastodon-belgium.be,suspend,,False,False,False
mastodon.bgzashtita.es,suspend,,False,False,False
mastodon.cloud,silence,,False,False,False
mastodon.com.pl,suspend,,False,False,False
mastodon.ml,suspend,,False,False,False
mastodon.se,silence,,False,False,False
mastodon.tech,suspend,,False,False,False
mastodon.teia.art,silence,,False,False,False
mastodong.lol,suspend,,False,False,False
mediastodon.com,suspend,,False,False,False
merovingian.club,suspend,,False,False,False
midwaytrades.com,suspend,,False,False,False
miku-enthusiast.club,suspend,,False,False,False
milker.cafe,suspend,,False,False,False
minidisc.tokyo,suspend,,False,False,False
miniwa.moe,suspend,,False,False,False
mirr0r.city,suspend,,False,False,False
misskey.io,suspend,,False,False,False
moe.cachapa.xyz,suspend,,False,False,False
moe.onl,suspend,,False,False,False
molten.cloud,suspend,,False,False,False
monads.online,suspend,,False,False,False
mooo.com,suspend,,False,False,False
morale.ch,suspend,,False,False,False
mr64.net,suspend,,False,False,False
mrhands.horse,suspend,,False,False,False
mstdn.foxfam.club,suspend,,False,False,False
mstdn.io,silence,,False,False,False
mu.zaitcev.nu,suspend,,False,False,False
mugicha.club,suspend,,False,False,False
muh.wang,suspend,,False,False,False
murky.club,suspend,,False,False,False
myopic.one,suspend,,False,False,False
narrativerry.xyz,suspend,,False,False,False
natehiggers.online,suspend,,False,False,False
nationaljustice.social,suspend,,False,False,False
nauk.io,suspend,,False,False,False
neenster.org,suspend,,False,False,False
neighborli.xyz,suspend,,False,False,False
nekoea.red,suspend,,False,False,False
netzsphaere.xyz,suspend,,False,False,False
newsie.social,silence,,False,False,False
nicec***.***ital,suspend,,False,False,False
nightshift.social,suspend,,False,False,False
nikotile.xyz,suspend,,False,False,False
nnia.space,suspend,,False,False,False
noagendasocial.com,suspend,,False,False,False
nobodyhasthe.biz,suspend,,False,False,False
normie.cafe,suspend,,False,False,False
novo-atlantis.null.media,suspend,,False,False,False
office.dtzbts.xyz,suspend,,False,False,False
openworlds.info,suspend,,False,False,False
osrs.club,suspend,,False,False,False
oti.st,suspend,,False,False,False
ouda.space,suspend,,False,False,False
outerheaven.club,suspend,,False,False,False
outpoa.st,suspend,,False,False,False
pawlicker.com,suspend,,False,False,False
pawoo.net,suspend,,False,False,False
paws.moe,suspend,,False,False,False
pedo.school,suspend,,False,False,False
pengi-san.moe,suspend,,False,False,False
piazza.today,suspend,,False,False,False
pieville.net,suspend,,False,False,False
pirateradio.social,suspend,,False,False,False
pis****.io,suspend,,False,False,False
pixificial.xyz,suspend,,False,False,False
pizzaf.art,suspend,,False,False,False
pkteerium.xyz,suspend,,False,False,False
plus.st,suspend,,False,False,False
pm.ernix.jp,suspend,,False,False,False
pmth.us,suspend,,False,False,False
po*.*t,suspend,,False,False,False
podcastindex.social,suspend,,False,False,False
polaris-1.work,suspend,,False,False,False
poly.cybre.city,suspend,,False,False,False
poridge.club,suspend,,False,False,False
posix.gay,suspend,,False,False,False
post.ebin.club,suspend,,False,False,False
poster.place,suspend,,False,False,False
posting.lolicon.rocks,suspend,,False,False,False
poweredbycocaine.com,suspend,,False,False,False
privex.social,suspend,,False,False,False
prsm.space,suspend,,False,False,False
ps.m0n5t3r.info,suspend,,False,False,False
psion.co,suspend,,False,False,False
pub.killrobot.com,suspend,,False,False,False
qoto.org,silence,,False,False,False
queer.hacktivis.me,suspend,,False,False,False
r18.social,suspend,,False,False,False
rageparty.club,suspend,,False,False,False
rape.lol,suspend,,False,False,False
rapefeminists.network,suspend,,False,False,False
rapemeat.shop,suspend,,False,False,False
rapemeat.solutions,suspend,,False,False,False
rapist.town,suspend,,False,False,False
raspberrypi.social,silence,,False,False,False
rayci.st,suspend,,False,False,False
rcsocial.net,suspend,,False,False,False
rdrama.cc,suspend,,False,False,False
real.dogsex.org,suspend,,False,False,False
realnephestate.xyz,suspend,,False,False,False
rebased.io,suspend,,False,False,False
rebased.network,suspend,,False,False,False
rebased.social,suspend,,False,False,False
redstateliberal.social,suspend,,False,False,False
refusal.biz,suspend,,False,False,False
refusal.llc,suspend,,False,False,False
refuse2.work,suspend,,False,False,False
repl.co,suspend,,False,False,False
respublicae.eu,suspend,,False,False,False
rojogato.club,suspend,,False,False,False
rojogato.com,suspend,,False,False,False
rot.gives,suspend,,False,False,False
ryona.agency,suspend,,False,False,False
sad.cab,suspend,,False,False,False
sakamoto.gq,suspend,,False,False,False
salastil.com,suspend,,False,False,False
salushnes.solutions,suspend,,False,False,False
satoshishop.de,suspend,,False,False,False
scarlet.house,suspend,,False,False,False
schelling.pt,suspend,,False,False,False
scots.network,suspend,,False,False,False
seal***.*lub,suspend,,False,False,False
seal.cafe,suspend,,False,False,False
secretsealing.club,suspend,,False,False,False
servernerds.net,suspend,,False,False,False
sharivegas.com,suspend,,False,False,False
sheep.network,suspend,,False,False,False
shigusegubu.club,suspend,,False,False,False
shitpost.cloud,suspend,,False,False,False
shitpost.racing,suspend,,False,False,False
shitposter.club,suspend,,False,False,False
shortstackran.ch,suspend,,False,False,False
shota.house,suspend,,False,False,False
shota.social,suspend,,False,False,False
shouldibuyahorse.com,suspend,,False,False,False
shpposter.club,suspend,,False,False,False
shrine.moe,suspend,,False,False,False
singing.dog,suspend,,False,False,False
skinnyver.se,suspend,,False,False,False
skippers-bin.com,suspend,,False,False,False
skyjake.fi,suspend,,False,False,False
skyshanty.xyz,suspend,,False,False,False
slash.cl,suspend,,False,False,False
sleepy.cafe,suspend,,False,False,False
sliek.social,suspend,,False,False,False
smittenkittens.xyz,suspend,,False,False,False
smuganimeavatar.xyz,suspend,,False,False,False
smuglo.li,suspend,,False,False,False
snabelen.no,suspend,,False,False,False
sneak.berlin,suspend,,False,False,False
sneed.social,suspend,,False,False,False
sneed.vip,suspend,,False,False,False
snowdin.town,suspend,,False,False,False
soc.ua-fediland.de,suspend,,False,False,False
social.imirhil.fr,suspend,,False,False,False
social.snopyta.org,suspend,,False,False,False
socialgoblins.club,suspend,,False,False,False
socialpa.ws,suspend,,False,False,False
sorcie.re,suspend,,False,False,False
spe**.**ty,suspend,,False,False,False
spinster.xyz,suspend,,False,False,False
spook.social,suspend,,False,False,False
springbo.cc,suspend,,False,False,False
squid.kids,suspend,,False,False,False
starnix.network,suspend,,False,False,False
stereophonic.space,suspend,,False,False,False
stracknet.com,suspend,,False,False,False
strelizia.net,suspend,,False,False,False
suya.place,suspend,,False,False,False
takesama.com,suspend,,False,False,False
tastingtraffic.net,suspend,,False,False,False
taullo.social,suspend,,False,False,False
teci.world,suspend,,False,False,False
tesaguri.club,suspend,,False,False,False
the9thcircle.club,suspend,,False,False,False
thebag.social,suspend,,False,False,False
thechad.zone,suspend,,False,False,False
thejar.club,suspend,,False,False,False
thepostearthdestination.com,suspend,,False,False,False
theres.life,suspend,,False,False,False
thisis.mylegendary.quest,suspend,,False,False,False
thisisjoes.site,suspend,,False,False,False
tkammer.de,suspend,,False,False,False
tkw.fm,suspend,,False,False,False
tomo.airen-no-jikken.icu,suspend,,False,False,False
toots.morepablo.com,suspend,,False,False,False
tristram.uber.space,suspend,,False,False,False
troll.cafe,suspend,,False,False,False
trumpislovetrumpis.life,suspend,,False,False,False
truthsocial.co.in,suspend,,False,False,False
truthsocial.com,suspend,,False,False,False
truthsocial.st,suspend,,False,False,False
tuusin.misono-ya.info,suspend,,False,False,False
tweets.icu,suspend,,False,False,False
twitiverse.com,suspend,,False,False,False
twtr.plus,suspend,,False,False,False
twtr.vrij.social,suspend,,False,False,False
tyil.nl,suspend,,False,False,False
udongein.xyz,suspend,,False,False,False
uiuxdev.social,silence,,False,False,False
unbound.social,suspend,,False,False,False
ungoverned.social,suspend,,False,False,False
urchan.org,suspend,,False,False,False
urspringer.de,suspend,,False,False,False
valkyrie.world,suspend,,False,False,False
varishangout.net,suspend,,False,False,False
veenus.art,suspend,,False,False,False
viridianpatriots.com,suspend,,False,False,False
waifuism.life,suspend,,False,False,False
wake.st,suspend,,False,False,False
we.1being.org,suspend,,False,False,False
weeaboo.space,suspend,,False,False,False
wei.mentalswarf.com,suspend,,False,False,False
whinge.town,suspend,,False,False,False
wideboys.org,suspend,,False,False,False
witches.live,silence,,False,False,False
woem.space,suspend,,False,False,False
wolfgirl.bar,suspend,,False,False,False
wolfie.pw,suspend,,False,False,False
womyns.land,suspend,,False,False,False
worm.pink,suspend,,False,False,False
wreck.rocks,suspend,,False,False,False
wxw.moe,suspend,,False,False,False
xaetacore.net,suspend,,False,False,False
xenofem.me,suspend,,False,False,False
xhais.love,suspend,,False,False,False
xmrposter.club,suspend,,False,False,False
xn--p1abe3d.xn--80asehdb,suspend,,False,False,False
yapi.burger.rodeo,suspend,,False,False,False
yggdrasil.social,suspend,,False,False,False
youjo.love,suspend,,False,False,False
z0ne.social,suspend,,False,False,False
zip2.social,suspend,,False,False,False
zombiecats.run,suspend,,False,False,False
zwezo.o-k-i.net,suspend,,False,False,False
zztails.gay,suspend,,False,False,False
